Edition,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature
1367,Bald,Snapback,,,,Bare Fists,Suit,Teal,Dosbrak
1368,Standard,,Red Terminator,,,Gloves,The Count,Teal,Dosbrak
1369,Standard,Snapback,,,,Bare Fists,Punk Jacket,Mustard,Dosbrak
1370,Bald,,,,Wayfarers,Gloves,Suit,Teal,Dosbrak
1371,Standard,,,Cigar,,Gloves,Jiu Jitsu Robe,Black,Dosbrak
1372,Standard,Announcer,,Falling Mouthguard,Bruised Eye,Bloody Wraps,Suit,Red,Dosbrak
1373,Bald,,Gold Terminator,,,,,Red,Dosbrak
1374,Standard,,Bloody,,Wayfarers,Bare Fists,Tattoo,Teal,Dosbrak
1375,Bald,,,Diamond Grill,,,Punk Jacket,Octagon,Dosbrak
1376,Standard,,,Diamond Grill,,,The Count,Purple,Dosbrak
1377,Standard,DJ Mikey B,Bloody,,,Knuckle Duster Spikes,The Count,Teal,Dosbrak
1378,Old Mike,Announcer,,,,SOL Gloves,Astronaut,Black,Dosbrak
1379,Standard,,,,,Bloody Wraps,Punk Jacket,Purple,Dosbrak
1380,Old Mike,Sparring Headgear,,,,Bloody Wraps,,Purple,Dosbrak
1381,Standard,,Bloody,,,,Punk Jacket,Mustard,Dosbrak
1382,Standard,,,,Bruised Eye,Gloves,Patriot Flag,Mustard,Dosbrak
1383,Standard,,,Cigar,,Microphone,Suit,Black,Dosbrak
1384,Old Mike,Announcer,,,,,Astronaut,Blockasset,Dosbrak
1385,Old Mike,,Bloody,,,,,Purple,Dosbrak
1386,Standard,,Bloody,,Laser Eyes,SOL Gloves,Suit,Black,Dosbrak
1387,Bald,,,,Bruised Eye,,Butcher,Teal,Dosbrak
1388,Bald,,,,,Gloves,Punk Jacket,Red,Dosbrak
1389,Old Mike,,,,Wayfarers,,The Count,Teal,Dosbrak
1390,Bald,Sparring Headgear,Bloody,,Laser Eyes,Gold Gloves,,Teal,Dosbrak
1391,Bald,,,,,Gloves,,Mustard,Dosbrak
1392,Standard,,Red Terminator,Cigar,,Bare Fists,Jiu Jitsu Robe,Mustard,Dosbrak
1393,Standard,Sparring Headgear,,Diamond Grill,,Bloody Wraps,,Teal,Dosbrak
1394,Standard,,,,,Gloves,Suit,Red,Dosbrak
1395,Bald,Snapback,,,Bruised Eye,Gloves,Tattoo,Red,Dosbrak
1396,Standard,,,,Wayfarers,Bare Fists,Suit,Teal,Dosbrak
1397,Standard,,,Falling Mouthguard,Wayfarers,Microphone,Suit,Blockasset,Dosbrak
1398,Standard,,,,,Gloves,Bloody Body,Blockasset,Dosbrak
1399,Old Mike,,,,Wayfarers,Bloody Wraps,Bloody Body,Mustard,Dosbrak
1400,Standard,,Bloody,,Wayfarers,Bloody Gloves,Jiu Jitsu Robe,Purple,Dosbrak
1401,Old Mike,,,,,Gloves,Bloody Body,Black,Dosbrak
1402,Old Mike,Snapback,,,,Gloves,Patriot Flag,Black,Dosbrak
1403,Bald,,,,Wayfarers,Bloody Wraps,Bloody Body,Black,Dosbrak
1404,Bald,,,,,Bare Fists,Bloody Body,Black,Dosbrak
1405,Standard,,,,Wayfarers,,Tattoo,Black,Dosbrak
1406,Bald,,,,Laser Eyes,,Butcher,Count's Lair,Dosbrak
1407,Standard,Snapback,,Falling Mouthguard,Bruised Eye,,Patriot Flag,Purple,Dosbrak
1408,Bald,,,Cigar,Wayfarers,Gold Gloves,Bloody Body,Red,Dosbrak
1409,Standard,,Bloody,,Laser Eyes,Diamond Gloves,Punk Jacket,Purple,Dosbrak
1410,Standard,,,Diamond Grill,Bruised Eye,Bare Fists,Suit,Teal,Dosbrak
1411,Old Mike,,Bloody,Diamond Grill,,Bare Fists,,Purple,Dosbrak
1412,Old Mike,,,,Bruised Eye,Bloody Gloves,,Blockasset,Dosbrak
1413,Standard,,,Cigar,Wayfarers,Gloves,Tattoo,Black,Dosbrak
1414,Bald,,,Falling Mouthguard,Wayfarers,Gold Gloves,Punk Jacket,Mustard,Dosbrak
1415,Old Mike,Announcer,,,Bruised Eye,Bare Fists,Suit,Black,Dosbrak
1416,Standard,,Bloody,,Wayfarers,Knuckle Duster Spikes,Punk Jacket,Teal,Dosbrak
1417,Old Mike,,,Falling Mouthguard,,,Butcher,Red,Dosbrak
1418,Bald,,Red Terminator,,Wayfarers,,Tattoo,Teal,Dosbrak
1419,Standard,,,,Wayfarers,Bloody Wraps,Jiu Jitsu Robe,Black,Dosbrak
1420,Standard,Snapback,,,,Gold Gloves,,Mustard,Dosbrak
1421,Bald,,,Falling Mouthguard,,Bloody Wraps,Bloody Body,Teal,Dosbrak
1422,Standard,DJ Mikey B,,Diamond Grill,Bruised Eye,Bloody Gloves,Jiu Jitsu Robe,Purple,Dosbrak
1423,Bald,,,,,SOL Gloves,Bloody Body,Purple,Dosbrak
1424,Standard,,,,,Bloody Gloves,Bloody Body,Teal,Dosbrak
1425,Standard,Sparring Headgear,,,,Gold Gloves,,Red,Dosbrak
1426,Bald,,,,Bruised Eye,,Tattoo,Red,Dosbrak
1427,Old Mike,,,,Wayfarers,Bloody Wraps,Bloody Body,Black,Dosbrak
1428,Standard,,Bloody,,,Bloody Gloves,The Count,Black,Dosbrak
1429,Standard,,,Falling Mouthguard,,Gloves,Bloody Body,Purple,Dosbrak
1430,Standard,,Bloody,Falling Mouthguard,,Bare Fists,Tattoo,Teal,Dosbrak
1431,Old Mike,,,,Wayfarers,Bloody Wraps,Jiu Jitsu Robe,Red,Dosbrak
1432,Standard,,,Falling Mouthguard,Bruised Eye,Microphone,The Count,Red,Dosbrak
1433,Standard,,,,Laser Eyes,Bloody Gloves,Patriot Flag,Red,Dosbrak
1434,Standard,Announcer,,,,Gold Gloves,,Purple,Dosbrak
1435,Standard,,Bloody,,,Bloody Gloves,,Teal,Dosbrak
1436,Standard,,,Cigar,,Bloody Gloves,,Teal,Dosbrak
1437,Bald,Sparring Headgear,,Falling Mouthguard,,Gloves,,Teal,Dosbrak
1438,Standard,Announcer,,,,,Punk Jacket,Mustard,Dosbrak
1439,Standard,,,,,SOL Gloves,,Black,Dosbrak
1440,Bald,,,Cigar,,Gold Gloves,,Red,Dosbrak
1441,Bald,Snapback,,,,,Tattoo,Mustard,Dosbrak
1442,Standard,,,Falling Mouthguard,Wayfarers,Bloody Wraps,Bloody Body,Teal,Dosbrak
1443,Old Mike,,,Falling Mouthguard,,Bloody Gloves,Patriot Flag,Purple,Dosbrak
1444,Bald,Sparring Headgear,Red Terminator,,,SOL Gloves,,Black,Dosbrak
1445,Bald,,,,Wayfarers,,Jiu Jitsu Robe,Purple,Dosbrak
1446,Bald,,Bloody,,,SOL Gloves,Bloody Body,Black,Dosbrak
1447,Standard,,,,Bruised Eye,Bare Fists,Jiu Jitsu Robe,Teal,Dosbrak
1448,Old Mike,Snapback,,,Bruised Eye,Bloody Wraps,Tattoo,Mustard,Dosbrak
1449,Bald,,Bloody,,,,,Black,Dosbrak
1450,Old Mike,,Red Terminator,,,Bloody Wraps,,Teal,Dosbrak
1451,Standard,DJ Mikey B,Bloody,,,Microphone,Suit,Mustard,Dosbrak
1452,Standard,,,,Wayfarers,,Suit,Purple,Dosbrak
1453,Old Mike,,,,Laser Eyes,Bloody Wraps,Suit,Black,Dosbrak
1454,Bald,,Red Terminator,,,SOL Gloves,Tattoo,Mustard,Dosbrak
1455,Bald,,,Falling Mouthguard,,,Butcher,Purple,Dosbrak
1456,Standard,,Bloody,Falling Mouthguard,Laser Eyes,Bloody Wraps,Patriot Flag,Black,Dosbrak
1457,Standard,,Bloody,,Wayfarers,SOL Gloves,Jiu Jitsu Robe,Red,Dosbrak
1458,Standard,,Red Terminator,Cigar,,Bloody Gloves,,Red,Dosbrak
1459,Standard,Announcer,,Diamond Grill,,Bloody Wraps,Bloody Body,Teal,Dosbrak
1460,Standard,,,,,Bloody Wraps,Punk Jacket,Black,Dosbrak
1461,Standard,,Bloody,Falling Mouthguard,,Gloves,Astronaut,Mustard,Dosbrak
1462,Standard,Announcer,,,,Bloody Wraps,Jiu Jitsu Robe,Octagon,Dosbrak
1463,Standard,,Bloody,Cigar,Wayfarers,Microphone,Suit,Purple,Dosbrak
1464,Standard,Snapback,Red Terminator,,,Bloody Gloves,Suit,Black,Dosbrak
1465,Old Mike,,,,,,Tattoo,Teal,Dosbrak
1466,Standard,DJ Mikey B,,,,,Bloody Body,Red,Dosbrak
1467,Standard,,Bloody,Cigar,,Bloody Wraps,Jiu Jitsu Robe,Red,Dosbrak
1468,Standard,,,Falling Mouthguard,Wayfarers,,Bloody Body,Octagon,Dosbrak
1469,Standard,,Bloody,Falling Mouthguard,Wayfarers,,Jiu Jitsu Robe,Red,Dosbrak
1470,Bald,,,Cigar,Wayfarers,SOL Gloves,Tattoo,Octagon,Dosbrak
1471,Old Mike,,Bloody,,Wayfarers,Gloves,Bloody Body,Blockasset,Dosbrak
1472,Standard,,,Cigar,,Bloody Gloves,Bloody Body,Red,Dosbrak
1473,Bald,Announcer,,Diamond Grill,,199 Belt,,Blockasset,Dosbrak
1474,Bald,,Red Terminator,,,Bare Fists,,Mustard,Dosbrak
1475,Standard,Snapback,,,Bruised Eye,SOL Gloves,Punk Jacket,Teal,Dosbrak
1476,Standard,,Bloody,Diamond Grill,,Bloody Gloves,,Mustard,Dosbrak
1477,Standard,,,Cigar,,Bloody Wraps,Bloody Body,Teal,Dosbrak
1478,Bald,,Bloody,,,,,Teal,Dosbrak
1479,Standard,Crown,,,,SOL Gloves,,Black,Dosbrak
1480,Standard,,,,Bruised Eye,Gold Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1481,Standard,,,,,Bloody Gloves,Tattoo,Black,Dosbrak
1482,Standard,,,,Wayfarers,Bloody Wraps,Bloody Body,Red,Dosbrak
1483,Standard,,Bloody,Cigar,Wayfarers,,Bloody Body,Red,Dosbrak
1484,Bald,,Bloody,,,,Patriot Flag,Mustard,Dosbrak
1485,Standard,DJ Mikey B,,Falling Mouthguard,,Gloves,Jiu Jitsu Robe,Black,Dosbrak
1486,Bald,,,Falling Mouthguard,Laser Eyes,Bare Fists,,Octagon,Dosbrak
1487,Bald,,,,,Gloves,Bloody Body,Teal,Dosbrak
1488,Standard,,,,Laser Eyes,Microphone,Suit,Red,Dosbrak
1489,Standard,,,,,Bare Fists,The Count,Teal,Dosbrak
1490,Standard,,Bloody,,,Bloody Wraps,Jiu Jitsu Robe,Purple,Dosbrak
1491,Old Mike,,,,,199 Belt,Jiu Jitsu Robe,Teal,Dosbrak
1492,Standard,,,Falling Mouthguard,Bruised Eye,,The Count,Red,Dosbrak
1493,Standard,,Bloody,,Wayfarers,,Bloody Body,Red,Dosbrak
1494,Bald,,,,Wayfarers,Bloody Gloves,Punk Jacket,Blockasset,Dosbrak
1495,Standard,,Bloody,Falling Mouthguard,,Knuckle Duster Spikes,Punk Jacket,Purple,Dosbrak
1496,Standard,,,,,Bloody Wraps,Patriot Flag,Mustard,Dosbrak
1497,Old Mike,,,,Wayfarers,,Patriot Flag,Black,Dosbrak
1498,Bald,,,,Laser Eyes,Bloody Gloves,,Mustard,Dosbrak
1499,Standard,,Bloody,,Wayfarers,Bloody Wraps,Punk Jacket,Purple,Dosbrak
1500,Standard,Announcer,,,Laser Eyes,,Jiu Jitsu Robe,Mustard,Dosbrak
1501,Standard,Announcer,Bloody,,,Bare Fists,Punk Jacket,Octagon,Dosbrak
1502,Old Mike,,Bloody,,,,,Teal,Dosbrak
1503,Bald,,,Diamond Grill,,Gloves,Bloody Body,Teal,Dosbrak
1504,Standard,,,,,,,Mustard,Dosbrak
1505,Standard,,Bloody,,Wayfarers,Microphone,Suit,Teal,Dosbrak
1506,Standard,,,Cigar,Wayfarers,Gold Gloves,Suit,Red,Dosbrak
1507,Old Mike,,Bloody,,,,,Red,Dosbrak
1508,Standard,Announcer,,,,Knuckle Duster Spikes,,Blockasset,Dosbrak
1509,Standard,,,,,Gloves,,Purple,Dosbrak
1510,Bald,,Bloody,,Wayfarers,,Jiu Jitsu Robe,Red,Dosbrak
1511,Old Mike,,,Falling Mouthguard,,SOL Gloves,,Purple,Dosbrak
1512,Old Mike,,,,Wayfarers,Gloves,Suit,Purple,Dosbrak
1513,Bald,Sparring Headgear,,,,Bloody Gloves,,Purple,Dosbrak
1514,Old Mike,,,,,Bloody Wraps,Tattoo,Teal,Dosbrak
1515,Bald,,Bloody,Diamond Grill,,Gloves,Jiu Jitsu Robe,Red,Dosbrak
1516,Standard,,,Cigar,Wayfarers,Bare Fists,Suit,Red,Dosbrak
1517,Standard,Announcer,,,,SOL Gloves,Patriot Flag,Mustard,Dosbrak
1518,Standard,Snapback,Bloody,,,Knuckle Duster Spikes,Bloody Body,Mustard,Dosbrak
1519,Bald,Snapback,,Cigar,,,Suit,Mustard,Dosbrak
1520,Standard,Snapback,,,,Bare Fists,Bloody Body,Purple,Dosbrak
1521,Bald,,,,Laser Eyes,,Jiu Jitsu Robe,Mustard,Dosbrak
1522,Standard,,,,Wayfarers,SOL Gloves,Bloody Body,Black,Dosbrak
1523,Standard,,,,Bruised Eye,Gloves,Suit,Black,Dosbrak
1524,Bald,,,Falling Mouthguard,,Knuckle Duster Spikes,Suit,Black,Dosbrak
1525,Standard,,Bloody,,,Bare Fists,,Black,Dosbrak
1526,Standard,,Red Terminator,,,Gloves,Suit,Purple,Dosbrak
1527,Standard,,,,,Gold Gloves,Patriot Flag,Teal,Dosbrak
1528,Bald,,Bloody,,,Gold Gloves,Bloody Body,Teal,Dosbrak
1529,Old Mike,,Bloody,,Wayfarers,Gold Gloves,The Count,Mustard,Dosbrak
1530,Standard,Announcer,Red Terminator,,,,Suit,Purple,Dosbrak
1531,Standard,Snapback,,Diamond Grill,Laser Eyes,Bloody Gloves,Punk Jacket,Blockasset,Dosbrak
1532,Standard,Snapback,Red Terminator,Falling Mouthguard,,Bloody Wraps,Bloody Body,Teal,Dosbrak
1533,Old Mike,Sparring Headgear,,Cigar,,Gloves,,Purple,Dosbrak
1534,Standard,,,,Wayfarers,Bare Fists,Jiu Jitsu Robe,Black,Dosbrak
1535,Old Mike,,,Diamond Grill,,Gloves,Bloody Body,Count's Lair,Dosbrak
1536,Old Mike,Snapback,Bloody,,,SOL Gloves,Bloody Body,Teal,Dosbrak
1537,Old Mike,Snapback,,,,Bare Fists,Punk Jacket,Purple,Dosbrak
1538,Old Mike,Snapback,,,,,Suit,Black,Dosbrak
1539,Bald,,,,Bruised Eye,Bloody Gloves,Tattoo,Teal,Dosbrak
1540,Old Mike,Snapback,,,Laser Eyes,,,Purple,Dosbrak
1541,Old Mike,,,,,Gold Gloves,Punk Jacket,Red,Dosbrak
1542,Standard,Sparring Headgear,Bloody,,,SOL Gloves,,Purple,Dosbrak
1543,Bald,Sparring Headgear,,,,,,Purple,Dosbrak
1544,Standard,Snapback,,,Laser Eyes,,,Black,Dosbrak
1545,Standard,,Bloody,,,,Bloody Body,Red,Dosbrak
1546,Standard,,,Falling Mouthguard,Bruised Eye,,Butcher,Red,Dosbrak
1547,Standard,Sparring Headgear,,Cigar,,Bloody Wraps,,Red,Dosbrak
1548,Old Mike,Snapback,,,,Knuckle Duster Spikes,Jiu Jitsu Robe,Red,Dosbrak
1549,Standard,DJ Mikey B,Red Terminator,,,Microphone,Suit,Teal,Dosbrak
1550,Standard,,,Cigar,Bruised Eye,Gloves,Jiu Jitsu Robe,Black,Dosbrak
1551,Standard,,,,Bruised Eye,Gold Gloves,,Teal,Dosbrak
1552,Standard,,Bloody,,Laser Eyes,Gloves,Bloody Body,Purple,Dosbrak
1553,Bald,Sparring Headgear,Red Terminator,,,,,Mustard,Dosbrak
1554,Standard,Announcer,Bloody,,,,Jiu Jitsu Robe,Blockasset,Dosbrak
1555,Standard,,Red Terminator,Falling Mouthguard,Laser Eyes,Bloody Gloves,Jiu Jitsu Robe,Black,Dosbrak
1556,Old Mike,,Red Terminator,,,,,Mustard,Dosbrak
1557,Standard,Sparring Headgear,,,,SOL Gloves,,Mustard,Dosbrak
1558,Standard,,,,Bruised Eye,,Jiu Jitsu Robe,Mustard,Dosbrak
1559,Standard,,,,Wayfarers,Bare Fists,Bloody Body,Teal,Dosbrak
1560,Standard,Snapback,,,,Gloves,,Black,Dosbrak
1561,Standard,,Bloody,Falling Mouthguard,,,Jiu Jitsu Robe,Purple,Dosbrak
1562,Standard,,,,,Bare Fists,Tattoo,Teal,Dosbrak
1563,Standard,,Bloody,,,Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
1564,Standard,Sparring Headgear,,Diamond Grill,,Bloody Wraps,,Blockasset,Dosbrak
1565,Bald,Snapback,Bloody,,,Bloody Wraps,Tattoo,Black,Dosbrak
1566,Bald,,,,,Bloody Gloves,Punk Jacket,Black,Dosbrak
1567,Bald,Crown,,,Bruised Eye,SOL Gloves,Bloody Body,Black,Dosbrak
1568,Standard,Snapback,Bloody,Diamond Grill,Laser Eyes,,The Count,Teal,Dosbrak
1569,Standard,,Red Terminator,,,Gold Gloves,,Red,Dosbrak
1570,Standard,,Bloody,Falling Mouthguard,,Gloves,Jiu Jitsu Robe,Black,Dosbrak
1571,Standard,,Bloody,Falling Mouthguard,Wayfarers,Bloody Wraps,Bloody Body,Red,Dosbrak
1572,Standard,,,,Wayfarers,SOL Gloves,Patriot Flag,Purple,Dosbrak
1573,Standard,,,,,,,Count's Lair,Dosbrak
1574,Standard,,Bloody,,,Bloody Wraps,Bloody Body,Teal,Dosbrak
1575,Standard,Announcer,,,Bruised Eye,Bloody Gloves,Tattoo,Red,Dosbrak
1576,Old Mike,Sparring Headgear,,,,Bloody Gloves,,Purple,Dosbrak
1577,Old Mike,,,,,Microphone,Suit,Red,Dosbrak
1578,Bald,Announcer,Bloody,Falling Mouthguard,,,Jiu Jitsu Robe,Teal,Dosbrak
1579,Bald,,Bloody,Falling Mouthguard,,,,Teal,Dosbrak
1580,Standard,,,,,Diamond Gloves,,Red,Dosbrak
1581,Standard,DJ Mikey B,,Cigar,,Bare Fists,Tattoo,Purple,Dosbrak
1582,Standard,,,Falling Mouthguard,,Gloves,,Black,Dosbrak
1583,Standard,,,,,Diamond Gloves,Bloody Body,Octagon,Dosbrak
1584,Standard,Crown,Bloody,,,199 Belt,Suit,Teal,Dosbrak
1585,Bald,Sparring Headgear,,Falling Mouthguard,,Bloody Gloves,,Teal,Dosbrak
1586,Bald,Snapback,Red Terminator,,,Gloves,,Teal,Dosbrak
1587,Old Mike,,,,,Knuckle Duster Spikes,Patriot Flag,Teal,Dosbrak
1588,Old Mike,,Bloody,,,SOL Gloves,Jiu Jitsu Robe,Mustard,Dosbrak
1589,Standard,Announcer,,,,Gloves,,Red,Dosbrak
1590,Standard,DJ Mikey B,,Cigar,,,Suit,Red,Dosbrak
1591,Bald,,,,,Bloody Gloves,Patriot Flag,Mustard,Dosbrak
1592,Bald,,,Falling Mouthguard,,Bloody Wraps,,Purple,Dosbrak
1593,Standard,,,Cigar,Wayfarers,Bloody Gloves,Astronaut,Black,Dosbrak
1594,Standard,,,Falling Mouthguard,,Bloody Wraps,,Octagon,Dosbrak
1595,Standard,Announcer,Bloody,,,Bare Fists,Tattoo,Blockasset,Dosbrak
1596,Bald,Snapback,Bloody,,,Bloody Wraps,Suit,Teal,Dosbrak
1597,Standard,,,,Bruised Eye,Gold Gloves,Bloody Body,Black,Dosbrak
1598,Bald,,,Cigar,,,Butcher,Blockasset,Dosbrak
1599,Standard,DJ Mikey B,,,,,Suit,Black,Dosbrak
1600,Old Mike,,,,Laser Eyes,,Butcher,Teal,Dosbrak
1601,Bald,,,,,Bloody Wraps,Jiu Jitsu Robe,Purple,Dosbrak
1602,Bald,,,,Wayfarers,Gloves,Patriot Flag,Purple,Dosbrak
1603,Standard,Snapback,,Diamond Grill,,Bloody Wraps,Punk Jacket,Purple,Dosbrak
1604,Standard,,,,Bruised Eye,,Tattoo,Red,Dosbrak
1605,Bald,,Red Terminator,,,SOL Gloves,Tattoo,Teal,Dosbrak
1606,Bald,,,Diamond Grill,,Bloody Gloves,Bloody Body,Red,Dosbrak
1607,Standard,Announcer,,,,Gold Gloves,Suit,Red,Dosbrak
1608,Bald,Snapback,Bloody,,,,,Red,Dosbrak
1609,Standard,Snapback,,,,Bare Fists,,Mustard,Dosbrak
1610,Standard,Snapback,,,Bruised Eye,Bloody Gloves,Patriot Flag,Purple,Dosbrak
1611,Standard,Snapback,,,Bruised Eye,Bloody Wraps,Suit,Red,Dosbrak
1612,Bald,,,Cigar,Wayfarers,Bloody Wraps,Tattoo,Black,Dosbrak
1613,Bald,Sparring Headgear,Bloody,,,Gloves,,Purple,Dosbrak
1614,Old Mike,DJ Mikey B,,,,Knuckle Duster Spikes,Suit,Mustard,Dosbrak
1615,Standard,Snapback,,Falling Mouthguard,,Microphone,Suit,Mustard,Dosbrak
1616,Standard,Sparring Headgear,,,,,,Teal,Dosbrak
1617,Standard,,Red Terminator,,,Bare Fists,,Purple,Dosbrak
1618,Standard,Sparring Headgear,,,,Gold Gloves,,Black,Dosbrak
1619,Standard,,,Cigar,Bruised Eye,Bare Fists,Suit,Purple,Dosbrak
1620,Standard,,Bloody,,,Bare Fists,Bloody Body,Teal,Dosbrak
1621,Standard,Announcer,,,,,Bloody Body,Red,Dosbrak
1622,Standard,Snapback,Bloody,,,Gold Gloves,Jiu Jitsu Robe,Octagon,Dosbrak
1623,Standard,Sparring Headgear,Red Terminator,,,Bare Fists,,Black,Dosbrak
1624,Bald,Snapback,Bloody,,,Bloody Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
1625,Standard,Announcer,,Falling Mouthguard,Bruised Eye,Bare Fists,Punk Jacket,Black,Dosbrak
1626,Standard,,,,,Gloves,Punk Jacket,Teal,Dosbrak
1627,Standard,,Bloody,,Wayfarers,Microphone,Punk Jacket,Purple,Dosbrak
1628,Standard,Announcer,,,,199 Belt,Jiu Jitsu Robe,Red,Dosbrak
1629,Standard,,Red Terminator,Falling Mouthguard,Wayfarers,Bloody Wraps,Jiu Jitsu Robe,Black,Dosbrak
1630,Standard,Sparring Headgear,,Diamond Grill,,Bare Fists,,Octagon,Dosbrak
1631,Standard,,,,Bruised Eye,,,Purple,Dosbrak
1632,Old Mike,Snapback,,,,Bloody Wraps,,Teal,Dosbrak
1633,Old Mike,Announcer,,,,Bloody Gloves,Bloody Body,Mustard,Dosbrak
1634,Old Mike,,,,Wayfarers,199 Belt,Tattoo,Teal,Dosbrak
1635,Bald,,Red Terminator,,,Knuckle Duster Spikes,Patriot Flag,Purple,Dosbrak
1636,Bald,Snapback,Bloody,,,Bare Fists,Suit,Purple,Dosbrak
1637,Standard,Snapback,Red Terminator,,,Bloody Wraps,Jiu Jitsu Robe,Black,Dosbrak
1638,Standard,,,Cigar,,Bare Fists,Jiu Jitsu Robe,Mustard,Dosbrak
1639,Old Mike,,,,,,Jiu Jitsu Robe,Black,Dosbrak
1640,Standard,,Bloody,,Wayfarers,199 Belt,Patriot Flag,Red,Dosbrak
1641,Standard,,,,Bruised Eye,Bare Fists,Punk Jacket,Black,Dosbrak
1642,Bald,,,,Wayfarers,Gloves,Suit,Black,Dosbrak
1643,Standard,,,,,Bare Fists,Astronaut,Blockasset,Dosbrak
1644,Standard,Snapback,Bloody,Falling Mouthguard,,199 Belt,Jiu Jitsu Robe,Black,Dosbrak
1645,Standard,,Bloody,Falling Mouthguard,,Microphone,Suit,Black,Dosbrak
1646,Standard,,Bloody,,Wayfarers,,Suit,Purple,Dosbrak
1647,Old Mike,,,,Wayfarers,SOL Gloves,Bloody Body,Count's Lair,Dosbrak
1648,Standard,,,,,,Bloody Body,Octagon,Dosbrak
1649,Standard,,,Cigar,,,Suit,Black,Dosbrak
1650,Standard,,,,Wayfarers,Gold Gloves,Bloody Body,Blockasset,Dosbrak
1651,Old Mike,Snapback,,Diamond Grill,,Bloody Wraps,Jiu Jitsu Robe,Purple,Dosbrak
1652,Standard,Sparring Headgear,Bloody,,,SOL Gloves,,Red,Dosbrak
1653,Standard,Snapback,,Cigar,,,,Red,Dosbrak
1654,Standard,Announcer,,,,Bloody Wraps,Bloody Body,Octagon,Dosbrak
1655,Old Mike,,,Diamond Grill,,,Bloody Body,Black,Dosbrak
1656,Bald,,Bloody,Falling Mouthguard,,SOL Gloves,Tattoo,Mustard,Dosbrak
1657,Standard,,,Cigar,Wayfarers,Bare Fists,Bloody Body,Octagon,Dosbrak
1658,Standard,,,,Bruised Eye,Bloody Gloves,Jiu Jitsu Robe,Purple,Dosbrak
1659,Standard,,Bloody,,Wayfarers,Gold Gloves,Jiu Jitsu Robe,Black,Dosbrak
1660,Standard,,,Falling Mouthguard,,Gloves,Bloody Body,Teal,Dosbrak
1661,Standard,Snapback,,,,,,Purple,Dosbrak
1662,Standard,,,Falling Mouthguard,Laser Eyes,Gloves,Tattoo,Red,Dosbrak
1663,Old Mike,Snapback,,,Bruised Eye,199 Belt,,Black,Dosbrak
1664,Bald,,,,,,Jiu Jitsu Robe,Red,Dosbrak
1665,Bald,Crown,,,,,Jiu Jitsu Robe,Purple,Dosbrak
1666,Standard,DJ Mikey B,,,,Bloody Wraps,Suit,Purple,Dosbrak
1667,Bald,,,Cigar,,,Butcher,Teal,Dosbrak
1668,Standard,,,Cigar,,SOL Gloves,Punk Jacket,Blockasset,Dosbrak
1669,Standard,,Bloody,,,Gold Gloves,Punk Jacket,Black,Dosbrak
1670,Old Mike,Snapback,Bloody,,,Bloody Wraps,Tattoo,Red,Dosbrak
1671,Standard,,,,,Bloody Wraps,Suit,Blockasset,Dosbrak
1672,Standard,,Bloody,Falling Mouthguard,,199 Belt,Jiu Jitsu Robe,Purple,Dosbrak
1673,Standard,,,,,Bare Fists,Suit,Black,Dosbrak
1674,Bald,,,Diamond Grill,Laser Eyes,SOL Gloves,Bloody Body,Blockasset,Dosbrak
1675,Bald,,Bloody,Cigar,Wayfarers,Gold Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1676,Old Mike,DJ Mikey B,,,,Bloody Wraps,Jiu Jitsu Robe,Teal,Dosbrak
1677,Bald,Announcer,Bloody,,,Bare Fists,Tattoo,Teal,Dosbrak
1678,Standard,Snapback,,Diamond Grill,,Knuckle Duster Spikes,,Teal,Dosbrak
1679,Standard,,Bloody,Diamond Grill,,Bloody Wraps,,Black,Dosbrak
1680,Standard,Sparring Headgear,Bloody,,,Bloody Gloves,,Red,Dosbrak
1681,Standard,,Bloody,,,Bloody Gloves,Suit,Black,Dosbrak
1682,Standard,,Bloody,Cigar,,Gold Gloves,,Red,Dosbrak
1683,Old Mike,,,,,Bloody Wraps,Jiu Jitsu Robe,Black,Dosbrak
1684,Bald,,,Falling Mouthguard,,Gold Gloves,,Purple,Dosbrak
1685,Bald,,,,,Gloves,,Red,Dosbrak
1686,Standard,,Red Terminator,,Wayfarers,Bloody Gloves,Bloody Body,Purple,Dosbrak
1687,Bald,,,,,Bare Fists,Bloody Body,Count's Lair,Dosbrak
1688,Bald,Snapback,,,Bruised Eye,Bloody Gloves,,Blockasset,Dosbrak
1689,Standard,Snapback,,,,Bloody Gloves,,Mustard,Dosbrak
1690,Standard,,Red Terminator,,,Gold Gloves,Bloody Body,Black,Dosbrak
1691,Standard,,,,,Microphone,Suit,Octagon,Dosbrak
1692,Standard,,,Cigar,Wayfarers,SOL Gloves,Suit,Black,Dosbrak
1693,Old Mike,,Red Terminator,Cigar,Laser Eyes,Gloves,,Purple,Dosbrak
1694,Old Mike,,Bloody,,Wayfarers,Microphone,Suit,Purple,Dosbrak
1695,Standard,,Gold Terminator,,Laser Eyes,Knuckle Duster Spikes,,Teal,Dosbrak
1696,Standard,,Bloody,Cigar,,Bloody Gloves,Jiu Jitsu Robe,Teal,Dosbrak
